The fitness instructor told us to eat more vegetables than meats because the _ were a healthier option.	vegetables	meats	vegetables	agree	If X is a healthier option than Y, you should eat more of X.
I didn't enjoy the pool as much as the sauna, because the _ was always very nice.	pool	sauna	sauna	agree	If X is nicer than Y, then X will be more enjoyable than Y.
Sarah showed Monica how to cook a delicious medium rare steak, as _ was a novice chef.	Sarah	Monica	Monica	agree	If Y was a novice chef, the X will show Y how to cook a medium rare steak.
The girls were impressed with Randy and not Joel as _ has a bad personality that made him unattractive.	Randy	Joel	Joel	agree	If Y has a bad personality and X does not, then Y will be less impressive than X.
Mark prefers headphones over ear plugs, because the _ feel more uncomfortable on his ears.	headphones	ear plugs	ear plugs	agree	If X is more comfortable than Y, then Mark will want to wear X.
He had an incoming call during the meeting that he ignored because the _ was more important.	meeting	call	meeting	agree	If X is more important than Y, then Y can be ignored for X.
Nelson has had four heart attacks, and Michael has never had one, so _ 's heart health is stronger.	Nelson	Michael	Michael	agree	If X has had more heart attacks than Y, then Y's health is better.
Attending church services weekly was part of Samantha's life but not Lindsey's because _ is a religious person.	Samantha	Lindsey	Samantha	agree	If X is more religious than Y, then X is more likely to attend weekly church services.
The countertops in Carrie's house were amazing compared to those of Samantha, by reason that _ was rich.	Carrie	Samantha	Carrie	agree	If X has more money than Y, then X will have better countertops.
Ever since he was a kid, Elmer preferred watching comedies to dramas because the _ never had great jokes.	comedies	dramas	dramas	agree	If X is less funny than Y, people prefer watching Y.
Steven thought flank steak was flavorful but Randy did not because _ disliked the taste of meat.	Steven	Randy	Randy	agree	If X enjoys a type of meat, than it is unlikely X dislikes the taste of meat so it is more likely it is Y who dislikes meat in general.
At the beach, Michael stayed on the land while Kevin jumped in the water because _ was afraid to go in the water.	Michael	Kevin	Michael	agree	If X likes water and Y doesn't, X is more likely to go in the water.
Jessica usually ate exotic food, while Rebecca did not. _ is more adventurous of a person.	Jessica	Rebecca	Jessica	agree	If X is more adventurous than Y, then X is more likely to eat exotic food.
Victoria wants to make her hairline grow back so she visits Megan, because _ is a hairdresser.	Victoria	Megan	Megan	agree	If X is a hairdresser, then X can help Y grow her hairline.
Kenneth was widely regarded as being cute but Steven was not because _ was attractive.	Kenneth	Steven	Kenneth	agree	If X is considered cute but Y is not, X is attractive.
The bleeding could not be contained in the bandage because the _ was too rapid.	bleeding	bandage	bleeding	agree	If X was too fast for Y, then X couldn't be contained in Y.
Samuel spent time at the gym while Christopher spent time on the couch, because _ cared more about getting in shape.	Samuel	Christopher	Samuel	agree	If X cares more about getting in shape than Y, then X will spend more time at the gym.
Elena never liked going to the beach but Laura loved it because _ was a strong swimmer.	Elena	Laura	Laura	agree	If X is a confident swimmer but Y is not, X will enjoy beach more than Y
Lucas liked to eat venison and not ground beef for dinner because the _ was fresh.	venison	ground beef	venison	agree	If X is more fresh than Y,  they will likely eat X.
At the pet store Joel bought a parrot but Brian didn't because _ thinks parrots are scary.	Joel	Brian	Brian	agree	If X thinks parrots are scary, then Y is more likely than X  to buy a parrot.
